#{"t_start": 1779974866.181302, "env_id": "Blackjack4game-v1"}
r,l,t
0.0,4,3.149851
-0.173446,4,3.192147
-0.824188,4,3.195436
-0.230398,2,3.197132
0.0,3,3.199674
0.391087,2,3.201345
1.0,2,3.203
0.0,2,3.20463
-0.56466,3,3.207078
-0.43671,3,3.209513
0.0,3,3.211967
-0.526591,3,3.21444
-1.0,3,3.216906
0.0,2,3.218581
1.372472,2,3.220203
0.390556,3,3.222625
0.636334,2,3.224241
1.0,4,3.227458
0.818528,3,3.229871
-0.051613,4,3.233172
0.0,3,3.235728
-0.194692,3,3.238144
0.0,2,3.239769
0.194394,2,3.241463
-0.061033,3,3.244007
0.0,2,3.245846
0.0,3,3.248612
0.0,3,3.324007
0.0,2,3.325866
0.0,2,3.327512
0.0,3,3.329986
0.0,3,3.332522
-0.351898,3,3.334975
-0.436823,4,3.338361
0.0,4,3.341727
-0.274262,3,3.344296
-1.0,4,3.347571
-0.860577,3,3.350097
0.0,3,3.353267
1.0,3,3.359086
0.0,2,3.362823
-0.081372,4,3.369942
0.0,2,3.373556
-1.0,3,3.379047
0.0,2,3.382501
-0.783667,4,3.389269
0.0,5,3.395993
-0.287627,3,3.399242
-0.416054,3,3.403447
0.0,4,3.409623
0.0,3,3.412276
-1.0,4,3.415506
1.0,3,3.417971
0.0,4,3.42134
-0.058534,4,3.424684
0.0,3,3.427266
0.0,4,3.430759
-0.4304,3,3.433313
0.0,2,3.435363
1.0,3,3.43824
-0.26038,5,3.443902
-0.255993,2,3.446421
-1.0,3,3.450114
0.0,3,3.454557
0.0,3,3.458824
0.0,3,3.461598
-1.0,2,3.463295
0.0,2,3.464957
0.0,2,3.466562
-0.107235,3,3.46935
-1.0,3,3.472134
0.0,4,3.475489
0.0,2,3.477257
0.0,4,3.480486
0.397538,2,3.482192
0.0,3,3.484877
0.0,2,3.486734
0.0,5,3.490972
-0.516981,4,3.49444
0.0,3,3.497084
0.0,3,3.499634
0.0,4,3.503155
0.0,3,3.50587
0.0,4,3.50933
-0.140122,5,3.513639
0.0,2,3.515316
0.0,3,3.518041
0.0,3,3.52099
0.0,2,3.522688
-1.0,4,3.526061
-0.237195,3,3.528821
-0.785779,4,3.532362
0.0,4,3.536475
0.0,3,3.539056
-0.756022,5,3.543727
0.0,3,3.54627
0.0,3,3.549288
-1.0,3,3.551929
0.0,5,3.557205
1.0,3,3.559832
-0.702333,4,3.563514
0.0,3,3.566146
0.0,3,3.569594
-0.195199,2,3.571591
0.0,4,3.574895
0.0,3,3.577609
0.0,4,3.581007
0.0,2,3.582746
0.0,3,3.585207
-0.33211,3,3.587815
0.0,2,3.589602
-0.898442,4,3.592993
0.0,2,3.594813
-1.0,2,3.596515
0.0,3,3.599073
0.0,2,3.600864
0.0,5,3.605237
-0.37236,4,3.608599
-0.78662,4,3.611905
0.0,2,3.613627
0.0,3,3.616105
-0.391554,4,3.619388
0.0,6,3.624447
0.0,5,3.628886
0.0,3,3.631405
-1.0,3,3.633937
0.0,4,3.637614
-0.217658,4,3.641329
0.0,3,3.644242
-0.118726,3,3.646986
0.0,4,3.651392
0.0,3,3.65426
0.383065,3,3.656902
0.0,3,3.659497
0.0,3,3.662021
0.0,5,3.666569
0.0,2,3.668435
0.0,5,3.67257
-1.0,5,3.676412
0.0,5,3.680382
-1.0,2,3.681969
0.0,3,3.6845
-0.8153,3,3.687238
-0.131746,4,3.690527
0.0,2,3.692533
0.0,2,3.694318
0.0,4,3.697603
0.0,3,3.700165
0.0,2,3.701871
0.0,3,3.704361
0.0,3,3.70727
0.0,4,3.710865
0.0,5,3.715125
0.0,3,3.717741
0.0,5,3.722366
-1.0,4,3.72551
0.0,3,3.728274
0.0,2,3.730027
1.5,2,3.731749
-0.963924,3,3.73443
-0.575094,3,3.737009
0.0,3,3.739558
0.0,3,3.742494
-0.690431,5,3.747117
0.521309,2,3.748956
0.0,6,3.754261
0.0,3,3.757153
0.0,3,3.759777
-0.186378,5,3.764519
-1.0,4,3.768077
0.0,3,3.7707
0.0,3,3.77321
-0.720583,3,3.775924
-0.959329,4,3.779258
0.0,3,3.78185
0.0,3,3.784826
-0.340898,4,3.788343
-0.678276,5,3.793115
-1.0,3,3.795891
-1.0,3,3.798453
0.0,2,3.800294
0.0,3,3.803207
-1.0,5,3.807784
0.0,2,3.809631
0.0,3,3.812259
0.0,5,3.816556
0.0,4,3.820002
0.0,4,3.823416
0.0,5,3.828078
0.0,3,3.831211
0.713872,2,3.833001
0.0,2,3.834797
0.0,3,3.837431
-0.883511,4,3.840778
0.0,4,3.844144
0.121305,3,3.847102
0.0,3,3.849914
0.0,4,3.853713
-0.33746,4,3.857274
0.0,5,3.861622
0.0,4,3.864934
0.0,3,3.867941
0.0,2,3.869922
-0.933995,2,3.871694
-1.0,3,3.874378
-1.0,3,3.87711
0.0,3,3.880192
0.0,4,3.883729
-0.200838,3,3.886549
0.0,5,3.891284
0.0,3,3.894265
0.0,2,3.896108
-0.126791,3,3.898958
0.0,2,3.901093
0.0,3,3.903991
-0.414643,3,3.906896
0.0,2,3.908715
-0.407442,2,3.91045
-1.0,3,3.913328
0.0,2,3.915382
-0.737716,6,3.92097
0.402636,2,3.923125
0.0,4,3.926949
0.511827,3,3.929971
0.0,4,3.9337
-0.746075,5,3.938372
0.0,2,3.940246
0.0,3,3.943425
0.0,4,3.947361
-0.064598,3,3.950351
0.0,3,3.953499
0.355626,2,3.955578
0.0,4,3.95945
0.825057,3,3.962451
-1.0,4,3.966846
0.0,3,3.970598
0.350391,2,3.972749
-0.82683,2,3.974829
0.0,4,3.978812
0.229294,2,3.98083
0.456243,3,3.983989
0.0,3,3.987886
0.0,3,3.991243
-0.457411,2,3.993439
0.49762,3,3.996566
0.0,3,3.999689
0.0,2,4.002029
0.0,3,4.005329
0.0,2,4.007481
-0.438645,3,4.010747
1.0,3,4.013775
0.0,2,4.01568
0.0,2,4.017857
0.0,3,4.02122
-0.806356,2,4.023479
